"TOA5","CR1000","CR1000","E11924","CR1000.Std.16","CPU:Promice2015e.CR1","65241","TxBufferTable"
"TIMESTAMP","RECORD","TxBufferString"
"TS","RN",""
"","","Smp"
"2021-04-26 00:00:00",5686,"'2021-04-26 00:00:00',940,-3.177,36.57,60.12,0.389,307.9,-4.342,2.803,-105.5,-21.6,-5.001,'!S',2.622,NAN,0.447,-6.461,-1.565,-0.427,-7.492,-5.699,-5.286,-5.042,-5.916,-0.051,-0.163,'GT225757.00','NH6113.00994','EH00700.68801','722.5','0.80',126.1,13.02,-60.02,-3.716,61.57,0.264,290,'!I'  "
"2021-04-26 01:00:00",5687,"'2021-04-26 01:00:00',939,-3.658,36.13,61.92,0.191,350.6,-4.342,3.078,-103.3,-22.9,-5.678,'!S'  "
"2021-04-26 02:00:00",5688,"'2021-04-26 02:00:00',939,-3.654,35.98,62.71,0.268,32.06,-4.177,3.408,-104.3,-22.33,-5.634,'!S'  "
"2021-04-26 03:00:00",5689,"'2021-04-26 03:00:00',939,-3.971,35.69,62.72,0.336,70.74,-4.837,2.858,-104.2,-23.85,-5.798,'!S'  "
"2021-04-26 04:00:00",5690,"'2021-04-26 04:00:00',939,-4.096,35.6,62.38,0.495,23.56,-4.507,2.913,-105.1,-22.99,-5.833,'!S'  "
"2021-04-26 05:00:00",5691,"'2021-04-26 05:00:00',939,-4.475,35.31,63.16,0.531,7.705,2.913,8.14,-104.8,-23.78,-6.054,'!S'  "
"2021-04-26 06:00:00",5692,"'2021-04-26 06:00:00',939,-4.148,35.61,61.74,0.405,7.039,82.6,57.55,-108.7,-27.28,-5.423,'!S',2.754,NAN,0.44,-2.174,-2.796,-2.107,-3.526,-1.631,-1.555,-1.878,-4.116,-0.024,-0.163,'GT045758.00','NH6113.01027','EH00700.68801','721.8','0.90',128.7,12.78,-61.62,-3.841,59.2,0.326,91.8,'!I'  "
"2021-04-26 07:00:00",5693,"'2021-04-26 07:00:00',938,-3.383,36.95,56.1,0.777,64.02,290.3,206.1,-127.6,-33.4,-1.787,'!S'  "
"2021-04-26 08:00:00",5694,"'2021-04-26 08:00:00',938,-2.644,38,51.53,1.204,81.7,510.2,350.8,-138.4,-32.99,0.459,'!S'  "
"2021-04-26 09:00:00",5695,"'2021-04-26 09:00:00',938,-1.858,39.13,46.71,1.163,44.43,721.3,486.2,-149.6,-34.29,2.9,'!S'  "
